ingredient,skin_type,label
Disodium Cetearyl Sulfosuccinate,복합성,NORMAL
Acetyl Octapeptide-3,건성,NORMAL
Acetyl Octapeptide-3,지성,NORMAL
Acetyl Octapeptide-3,복합성,NORMAL
Macadamia Integrifolia Seed Oil,건성,GOOD
Macadamia Integrifolia Seed Oil,지성,NORMAL
Macadamia Integrifolia Seed Oil,복합성,NORMAL
Pseudozyma Epicola/?Camellia Sinensis Seed Oil/?Glucose/?Glycine Soja Meal/?Malt Extract/?Yeast Extract Ferment Filtrate,건성,GOOD
Pseudozyma Epicola/?Camellia Sinensis Seed Oil/?Glucose/?Glycine Soja Meal/?Malt Extract/?Yeast Extract Ferment Filtrate,지성,GOOD
Pseudozyma Epicola/?Camellia Sinensis Seed Oil/?Glucose/?Glycine Soja Meal/?Malt Extract/?Yeast Extract Ferment Filtrate,복합성,NORMAL
Methylheptyl Laurate,건성,NORMAL
Methylheptyl Laurate,지성,NORMAL
Methylheptyl Laurate,복합성,NORMAL
Hydrogenated Vegetable Glycerides,건성,GOOD
Hydrogenated Vegetable Glycerides,지성,CAUTION
Hydrogenated Vegetable Glycerides,복합성,NORMAL
Menthone Glycerin Acetal,건성,GOOD
Menthone Glycerin Acetal,지성,NORMAL
Menthone Glycerin Acetal,복합성,NORMAL
Sodium Cocoyl Sarcosinate,건성,NORMAL
Sodium Cocoyl Sarcosinate,지성,NORMAL
Sodium Cocoyl Sarcosinate,복합성,NORMAL
Polyglyceryl-10 Stearate,건성,GOOD
Polyglyceryl-10 Stearate,지성,NORMAL
Polyglyceryl-10 Stearate,복합성,NORMAL
Sodium C14-16 Olefin Sulfonate,건성,CAUTION
Sodium C14-16 Olefin Sulfonate,지성,NORMAL
Sodium C14-16 Olefin Sulfonate,복합성,NORMAL
Cetyl Phosphate,건성,NORMAL
Cetyl Phosphate,지성,NORMAL
Cetyl Phosphate,복합성,NORMAL
Sodium Dehydroacetate,건성,NORMAL
Sodium Dehydroacetate,지성,NORMAL
Sodium Dehydroacetate,복합성,NORMAL
Aluminum Hydroxide,건성,NORMAL
Aluminum Hydroxide,지성,NORMAL
Aluminum Hydroxide,복합성,NORMAL
Zingiber Officinale Root Extract,건성,CAUTION
Zingiber Officinale Root Extract,지성,CAUTION
Zingiber Officinale Root Extract,복합성,CAUTION
Disodium EDTA,건성,NORMAL
Disodium EDTA,지성,NORMAL
Disodium EDTA,복합성,NORMAL
Methyl Trimethicone,건성,NORMAL
Methyl Trimethicone,지성,NORMAL
Methyl Trimethicone,복합성,NORMAL
Dibutyl Ethylhexanoyl Glutamide,건성,NORMAL
Dibutyl Ethylhexanoyl Glutamide,지성,NORMAL
Dibutyl Ethylhexanoyl Glutamide,복합성,NORMAL
Sodium Chondroitin Sulfate,건성,GOOD
Sodium Chondroitin Sulfate,지성,NORMAL
Sodium Chondroitin Sulfate,복합성,NORMAL
Hydrolyzed Wheat Protein/?PVP Crosspolymer,건성,NORMAL
Hydrolyzed Wheat Protein/?PVP Crosspolymer,지성,NORMAL
Hydrolyzed Wheat Protein/?PVP Crosspolymer,복합성,NORMAL
Glycol Distearate,건성,NORMAL
Glycol Distearate,지성,NORMAL
Glycol Distearate,복합성,NORMAL
Dibutyl Lauroyl Glutamide,건성,NORMAL
Dibutyl Lauroyl Glutamide,지성,NORMAL
Dibutyl Lauroyl Glutamide,복합성,NORMAL
Homosalate,건성,NORMAL
Homosalate,지성,NORMAL
Homosalate,복합성,NORMAL
PEG-30 Dipolyhydroxystearate,건성,NORMAL
PEG-30 Dipolyhydroxystearate,지성,NORMAL
PEG-30 Dipolyhydroxystearate,복합성,NORMAL
Diethylhexyl Carbonate,건성,NORMAL
Diethylhexyl Carbonate,지성,NORMAL
Diethylhexyl Carbonate,복합성,NORMAL
Disodium Cocoamphodiacetate,건성,CAUTION
Disodium Cocoamphodiacetate,지성,NORMAL
Disodium Cocoamphodiacetate,복합성,NORMAL
Bis-Ethylhexyl Hydroxydimethoxy Benzylmalonate,건성,NORMAL
Bis-Ethylhexyl Hydroxydimethoxy Benzylmalonate,지성,NORMAL
Bis-Ethylhexyl Hydroxydimethoxy Benzylmalonate,복합성,NORMAL
Ci 75120,건성,NORMAL
Ci 75120,지성,NORMAL
Ci 75120,복합성,NORMAL
Glyceryl Acrylate/?Acrylic Acid Copolymer,건성,GOOD
Glyceryl Acrylate/?Acrylic Acid Copolymer,지성,NORMAL
Glyceryl Acrylate/?Acrylic Acid Copolymer,복합성,GOOD
Arnica Montana Extract,건성,NORMAL
Arnica Montana Extract,지성,NORMAL
Arnica Montana Extract,복합성,NORMAL
Polyglyceryl-10 Laurate,건성,GOOD
Polyglyceryl-10 Laurate,지성,NORMAL
Polyglyceryl-10 Laurate,복합성,NORMAL
Citrus Nobilis Oil,건성,CAUTION
Citrus Nobilis Oil,지성,CAUTION
Citrus Nobilis Oil,복합성,CAUTION
Methoxycinnamidopropyl Hydroxysultaine,건성,NORMAL
Methoxycinnamidopropyl Hydroxysultaine,지성,GOOD
Methoxycinnamidopropyl Hydroxysultaine,복합성,NORMAL
Citrus Grandis Peel Oil,건성,CAUTION
Citrus Grandis Peel Oil,지성,CAUTION
Citrus Grandis Peel Oil,복합성,CAUTION
Schisandra Sphenanthera Fruit Extract,건성,NORMAL
Schisandra Sphenanthera Fruit Extract,지성,NORMAL
Schisandra Sphenanthera Fruit Extract,복합성,NORMAL
Lavandula Angustifolia Flower/?Leaf/?Stem Oil,건성,CAUTION
Lavandula Angustifolia Flower/?Leaf/?Stem Oil,지성,CAUTION
Lavandula Angustifolia Flower/?Leaf/?Stem Oil,복합성,CAUTION
Caramel,건성,NORMAL
Caramel,지성,NORMAL
Caramel,복합성,NORMAL
Diheptyl Succinate,건성,GOOD
Diheptyl Succinate,지성,NORMAL
Diheptyl Succinate,복합성,NORMAL
Capryloyl Glycerin/?Sebacic Acid Copolymer,건성,GOOD
Capryloyl Glycerin/?Sebacic Acid Copolymer,지성,NORMAL
Capryloyl Glycerin/?Sebacic Acid Copolymer,복합성,NORMAL
Ectoin,건성,GOOD
Ectoin,지성,GOOD
Ectoin,복합성,GOOD
Drometrizole Trisiloxane,건성,NORMAL
Drometrizole Trisiloxane,지성,NORMAL
Drometrizole Trisiloxane,복합성,NORMAL
Butane,건성,NORMAL
Butane,지성,NORMAL
Butane,복합성,NORMAL
Candelilla/?Jojoba/?Rice Bran Polyglyceryl-3 Esters,건성,GOOD
Candelilla/?Jojoba/?Rice Bran Polyglyceryl-3 Esters,지성,CAUTION
Candelilla/?Jojoba/?Rice Bran Polyglyceryl-3 Esters,복합성,NORMAL
Raspberry Seed Oil/?Tocopheryl Succinate Aminopropanediol Esters,건성,GOOD
Raspberry Seed Oil/?Tocopheryl Succinate Aminopropanediol Esters,지성,NORMAL
Raspberry Seed Oil/?Tocopheryl Succinate Aminopropanediol Esters,복합성,NORMAL
Steareth-2,건성,GOOD
Steareth-2,지성,CAUTION
Steareth-2,복합성,NORMAL
Soluble Collagen,건성,GOOD
Soluble Collagen,지성,NORMAL
Soluble Collagen,복합성,CAUTION
C10-30 Cholesterol/?Lanosterol Esters,건성,GOOD
C10-30 Cholesterol/?Lanosterol Esters,지성,NORMAL
C10-30 Cholesterol/?Lanosterol Esters,복합성,GOOD
Hexylresorcinol,건성,NORMAL
Hexylresorcinol,지성,NORMAL
Hexylresorcinol,복합성,NORMAL
Glyceryl Laurate,건성,GOOD
Glyceryl Laurate,지성,NORMAL
Glyceryl Laurate,복합성,NORMAL
Tetrapeptide-17,건성,NORMAL
Tetrapeptide-17,지성,NORMAL
Tetrapeptide-17,복합성,NORMAL
Oligopeptide-68,건성,NORMAL
Oligopeptide-68,지성,NORMAL
Oligopeptide-68,복합성,NORMAL
Algin,건성,NORMAL
Algin,지성,NORMAL
Algin,복합성,NORMAL
Caprooyl Tetrapeptide-3,건성,NORMAL
Caprooyl Tetrapeptide-3,지성,NORMAL
Caprooyl Tetrapeptide-3,복합성,NORMAL
Zinc Gluconate,건성,NORMAL
Zinc Gluconate,지성,GOOD
Zinc Gluconate,복합성,NORMAL
Dimethylacrylamide/?Acrylic Acid/?Polystyrene Ethyl Methacrylate Copolymer,건성,NORMAL
Dimethylacrylamide/?Acrylic Acid/?Polystyrene Ethyl Methacrylate Copolymer,지성,NORMAL
Dimethylacrylamide/?Acrylic Acid/?Polystyrene Ethyl Methacrylate Copolymer,복합성,NORMAL
Melaleuca Leucadendron Cajuputi Leaf Oil,건성,CAUTION
Melaleuca Leucadendron Cajuputi Leaf Oil,지성,GOOD
Melaleuca Leucadendron Cajuputi Leaf Oil,복합성,CAUTION
Leptospermum Scoparium Branch/?Leaf Oil,건성,CAUTION
Leptospermum Scoparium Branch/?Leaf Oil,지성,GOOD
Leptospermum Scoparium Branch/?Leaf Oil,복합성,CAUTION
Sorbitan Caprylate,건성,NORMAL
Sorbitan Caprylate,지성,NORMAL
Sorbitan Caprylate,복합성,NORMAL
Hesperidin,건성,GOOD
Hesperidin,지성,NORMAL
Hesperidin,복합성,GOOD
Methyl Glucose Sesquistearate,건성,GOOD
Methyl Glucose Sesquistearate,지성,NORMAL
Methyl Glucose Sesquistearate,복합성,NORMAL
Hexyl Laurate,건성,NORMAL
Hexyl Laurate,지성,NORMAL
Hexyl Laurate,복합성,NORMAL
Snail Egg Extract,건성,NORMAL
Snail Egg Extract,지성,NORMAL
Snail Egg Extract,복합성,NORMAL
Polygonum Aviculare Extract,건성,NORMAL
Polygonum Aviculare Extract,지성,NORMAL
Polygonum Aviculare Extract,복합성,NORMAL
Cocamide MEA,건성,CAUTION
Cocamide MEA,지성,NORMAL
Cocamide MEA,복합성,NORMAL
Cetearyl Nonanoate,건성,GOOD
Cetearyl Nonanoate,지성,CAUTION
Cetearyl Nonanoate,복합성,NORMAL
Xanthophyll,건성,NORMAL
Xanthophyll,지성,NORMAL
Xanthophyll,복합성,NORMAL
Trifluoroacetyl Tripeptide-2,건성,NORMAL
Trifluoroacetyl Tripeptide-2,지성,NORMAL
Trifluoroacetyl Tripeptide-2,복합성,NORMAL
Ci 75470,건성,NORMAL
Ci 75470,지성,NORMAL
Ci 75470,복합성,NORMAL
Acrylates/?C12-22 Alkyl Methacrylate Copolymer,건성,NORMAL
Acrylates/?C12-22 Alkyl Methacrylate Copolymer,지성,NORMAL
Acrylates/?C12-22 Alkyl Methacrylate Copolymer,복합성,NORMAL
Collagen,건성,NORMAL
Collagen,지성,NORMAL
Collagen,복합성,NORMAL
Onsen-Sui,건성,NORMAL
Onsen-Sui,지성,NORMAL
Onsen-Sui,복합성,NORMAL
Methyl Gluceth-10,건성,NORMAL
Methyl Gluceth-10,지성,NORMAL
Methyl Gluceth-10,복합성,NORMAL
Stearyl Heptanoate,건성,NORMAL
Stearyl Heptanoate,지성,GOOD
Stearyl Heptanoate,복합성,NORMAL
Phenoxyethyl Caprylate,건성,NORMAL
Phenoxyethyl Caprylate,지성,GOOD
Phenoxyethyl Caprylate,복합성,NORMAL
Lactobacillus Ferment Lysate Filtrate,건성,NORMAL
Lactobacillus Ferment Lysate Filtrate,지성,NORMAL
Lactobacillus Ferment Lysate Filtrate,복합성,NORMAL
Oleth-3 Phosphate,건성,NORMAL
Oleth-3 Phosphate,지성,NORMAL
Oleth-3 Phosphate,복합성,NORMAL
Poloxamer 407,건성,CAUTION
Poloxamer 407,지성,CAUTION
Poloxamer 407,복합성,CAUTION
Silica Silylate,건성,NORMAL
Silica Silylate,지성,GOOD
Silica Silylate,복합성,NORMAL
Ci 77163,건성,NORMAL
Ci 77163,지성,NORMAL
Ci 77163,복합성,NORMAL
Acetyl Tetrapeptide-2,건성,NORMAL
Acetyl Tetrapeptide-2,지성,NORMAL
Acetyl Tetrapeptide-2,복합성,NORMAL
Polyglutamic Acid,건성,GOOD
Polyglutamic Acid,지성,NORMAL
Polyglutamic Acid,복합성,GOOD
Cocamide DEA,건성,CAUTION
Cocamide DEA,지성,NORMAL
Cocamide DEA,복합성,NORMAL
Benzoyl Peroxide,건성,CAUTION
Benzoyl Peroxide,지성,GOOD
Benzoyl Peroxide,복합성,CAUTION
Isocetyl Stearate,건성,NORMAL
Isocetyl Stearate,지성,GOOD
Isocetyl Stearate,복합성,NORMAL
PEG/?PPG-17/?6 Copolymer,건성,GOOD
PEG/?PPG-17/?6 Copolymer,지성,NORMAL
PEG/?PPG-17/?6 Copolymer,복합성,NORMAL
Disodium Uridine Phosphate,건성,NORMAL
Disodium Uridine Phosphate,지성,NORMAL
Disodium Uridine Phosphate,복합성,NORMAL
Melaleuca Alternifolia Leaf Extract,건성,CAUTION
Melaleuca Alternifolia Leaf Extract,지성,GOOD
Melaleuca Alternifolia Leaf Extract,복합성,GOOD
Acetyl Dipeptide-1 Cetyl Ester,건성,CAUTION
Acetyl Dipeptide-1 Cetyl Ester,지성,NORMAL
Acetyl Dipeptide-1 Cetyl Ester,복합성,NORMAL
Isopropyl Lauroyl Sarcosinate,건성,NORMAL
Isopropyl Lauroyl Sarcosinate,지성,NORMAL
Isopropyl Lauroyl Sarcosinate,복합성,NORMAL
Aronia Melanocarpa Fruit Extract,건성,CAUTION
Aronia Melanocarpa Fruit Extract,지성,NORMAL
Aronia Melanocarpa Fruit Extract,복합성,NORMAL
Avena Sativa Kernel Flour,건성,GOOD
Avena Sativa Kernel Flour,지성,NORMAL
Avena Sativa Kernel Flour,복합성,GOOD
Potassium Cocoyl Glycinate,건성,CAUTION
Potassium Cocoyl Glycinate,지성,NORMAL
Potassium Cocoyl Glycinate,복합성,NORMAL
Sodium Acrylates Crosspolymer-2,건성,NORMAL
Sodium Acrylates Crosspolymer-2,지성,NORMAL
Sodium Acrylates Crosspolymer-2,복합성,NORMAL
Tetrapeptide-30,건성,NORMAL
Tetrapeptide-30,지성,NORMAL
Tetrapeptide-30,복합성,NORMAL
Diethylhexyl Butamido Triazone,건성,NORMAL
Diethylhexyl Butamido Triazone,지성,NORMAL
Diethylhexyl Butamido Triazone,복합성,NORMAL
Acacia Decurrens Flower Wax,건성,GOOD
Acacia Decurrens Flower Wax,지성,CAUTION
Acacia Decurrens Flower Wax,복합성,NORMAL
Polyglycerin-3,건성,GOOD
Polyglycerin-3,지성,NORMAL
Polyglycerin-3,복합성,GOOD
Raspberry Ketone,건성,NORMAL
Raspberry Ketone,지성,NORMAL
Raspberry Ketone,복합성,NORMAL
Olive Oil Glycereth-8 Esters,건성,GOOD
Olive Oil Glycereth-8 Esters,지성,CAUTION
Olive Oil Glycereth-8 Esters,복합성,NORMAL
Helianthus Annuus Seed Wax,건성,NORMAL
Helianthus Annuus Seed Wax,지성,CAUTION
Helianthus Annuus Seed Wax,복합성,NORMAL
SH-Polypeptide-1,건성,NORMAL
SH-Polypeptide-1,지성,NORMAL
SH-Polypeptide-1,복합성,NORMAL
Ci 77288,건성,NORMAL
Ci 77288,지성,NORMAL
Ci 77288,복합성,NORMAL
Triethoxysilylethyl Polydimethylsiloxyethyl Hexyl Dimethicone,건성,NORMAL
Triethoxysilylethyl Polydimethylsiloxyethyl Hexyl Dimethicone,지성,NORMAL
Triethoxysilylethyl Polydimethylsiloxyethyl Hexyl Dimethicone,복합성,NORMAL
SH-Polypeptide-9,건성,NORMAL
SH-Polypeptide-9,지성,NORMAL
SH-Polypeptide-9,복합성,NORMAL
Barosma Betulina Leaf Extract,건성,NORMAL
Barosma Betulina Leaf Extract,지성,GOOD
Barosma Betulina Leaf Extract,복합성,NORMAL
Isoamyl p-Methoxycinnamate,건성,NORMAL
Isoamyl p-Methoxycinnamate,지성,NORMAL
Isoamyl p-Methoxycinnamate,복합성,NORMAL
Dipentaerythrityl Hexacaprylate/?Hexacaprate,건성,GOOD
Dipentaerythrityl Hexacaprylate/?Hexacaprate,지성,CAUTION
Dipentaerythrityl Hexacaprylate/?Hexacaprate,복합성,NORMAL
Lentinus Edodes Mycelium Extract,건성,NORMAL
Lentinus Edodes Mycelium Extract,지성,NORMAL
Lentinus Edodes Mycelium Extract,복합성,NORMAL
Whey Protein,건성,GOOD
Whey Protein,지성,NORMAL
Whey Protein,복합성,NORMAL
SH-Oligopeptide-2,건성,NORMAL
SH-Oligopeptide-2,지성,NORMAL
SH-Oligopeptide-2,복합성,NORMAL
4-Methylbenzylidene Camphor,건성,NORMAL
4-Methylbenzylidene Camphor,지성,NORMAL
4-Methylbenzylidene Camphor,복합성,NORMAL
Tripeptide-29,건성,NORMAL
Tripeptide-29,지성,NORMAL
Tripeptide-29,복합성,NORMAL
Polyglyceryl-10 Behenate/?Eicosadioate,건성,GOOD
Polyglyceryl-10 Behenate/?Eicosadioate,지성,CAUTION
Polyglyceryl-10 Behenate/?Eicosadioate,복합성,NORMAL
PEG-12 Glyceryl Dimyristate,건성,NORMAL
PEG-12 Glyceryl Dimyristate,지성,NORMAL
PEG-12 Glyceryl Dimyristate,복합성,NORMAL
Ethylhexyl Benzoate,건성,GOOD
Ethylhexyl Benzoate,지성,NORMAL
Ethylhexyl Benzoate,복합성,NORMAL
Copper Chlorophyll,건성,NORMAL
Copper Chlorophyll,지성,NORMAL
Copper Chlorophyll,복합성,NORMAL
Cocos Nucifera Shell Powder,건성,NORMAL
Cocos Nucifera Shell Powder,지성,NORMAL
Cocos Nucifera Shell Powder,복합성,NORMAL
Ornithine,건성,NORMAL
Ornithine,지성,NORMAL
Ornithine,복합성,NORMAL
Isopentyldiol,건성,GOOD
Isopentyldiol,지성,NORMAL
Isopentyldiol,복합성,NORMAL
Sodium Methyl Oleoyl Taurate,건성,NORMAL
Sodium Methyl Oleoyl Taurate,지성,NORMAL
Sodium Methyl Oleoyl Taurate,복합성,NORMAL
Hydroxypropyl Bispalmitamide MEA,건성,GOOD
Hydroxypropyl Bispalmitamide MEA,지성,NORMAL
Hydroxypropyl Bispalmitamide MEA,복합성,GOOD
Hamamelis Virginiana Bark/?Leaf/?Twig Extract,건성,CAUTION
Hamamelis Virginiana Bark/?Leaf/?Twig Extract,지성,GOOD
Hamamelis Virginiana Bark/?Leaf/?Twig Extract,복합성,NORMAL
Citrus Unshiu Peel Extract,건성,CAUTION
Citrus Unshiu Peel Extract,지성,CAUTION
Citrus Unshiu Peel Extract,복합성,CAUTION
Ceresin,건성,NORMAL
Ceresin,지성,CAUTION
Ceresin,복합성,NORMAL
Melaleuca Alternifolia Leaf Water,건성,CAUTION
Melaleuca Alternifolia Leaf Water,지성,GOOD
Melaleuca Alternifolia Leaf Water,복합성,GOOD
Cetyl Lactate,건성,NORMAL
Cetyl Lactate,지성,NORMAL
Cetyl Lactate,복합성,NORMAL
Lauryl Methacrylate/?Sodium Methacrylate Crosspolymer,건성,NORMAL
Lauryl Methacrylate/?Sodium Methacrylate Crosspolymer,지성,GOOD
Lauryl Methacrylate/?Sodium Methacrylate Crosspolymer,복합성,GOOD
Acacia Decurrens/?Jojoba/? Sunflower Seed Wax Polyglyceryl-3 Esters,건성,GOOD
Acacia Decurrens/?Jojoba/? Sunflower Seed Wax Polyglyceryl-3 Esters,지성,CAUTION
Acacia Decurrens/?Jojoba/? Sunflower Seed Wax Polyglyceryl-3 Esters,복합성,NORMAL
Polyamide-8,건성,NORMAL
Polyamide-8,지성,NORMAL
Polyamide-8,복합성,NORMAL
Terephthalylidene Dicamphor Sulfonic Acid,건성,NORMAL
Terephthalylidene Dicamphor Sulfonic Acid,지성,NORMAL
Terephthalylidene Dicamphor Sulfonic Acid,복합성,NORMAL
Retinyl Retinoate,건성,CAUTION
Retinyl Retinoate,지성,GOOD
Retinyl Retinoate,복합성,GOOD
Aristotelia Chilensis Oil,건성,GOOD
Aristotelia Chilensis Oil,지성,NORMAL
Aristotelia Chilensis Oil,복합성,NORMAL
Sodium Acetylated Hyaluronate,건성,GOOD
Sodium Acetylated Hyaluronate,지성,NORMAL
Sodium Acetylated Hyaluronate,복합성,GOOD
Polyglyceryl-10 Eicosanedioate/?Tetradecanedioate,건성,GOOD
Polyglyceryl-10 Eicosanedioate/?Tetradecanedioate,지성,NORMAL
Polyglyceryl-10 Eicosanedioate/?Tetradecanedioate,복합성,NORMAL
Polypropylsilsesquioxane,건성,NORMAL
Polypropylsilsesquioxane,지성,NORMAL
Polypropylsilsesquioxane,복합성,NORMAL
Hydroxymethoxyphenyl Decanone,건성,GOOD
Hydroxymethoxyphenyl Decanone,지성,NORMAL
Hydroxymethoxyphenyl Decanone,복합성,NORMAL
Hydrogen Dimethicone,건성,NORMAL
Hydrogen Dimethicone,지성,NORMAL
Hydrogen Dimethicone,복합성,NORMAL
Isocetyl Stearoyl Stearate,건성,NORMAL
Isocetyl Stearoyl Stearate,지성,NORMAL
Isocetyl Stearoyl Stearate,복합성,NORMAL
Acetyl Tetrapeptide-3,건성,NORMAL
Acetyl Tetrapeptide-3,지성,NORMAL
Acetyl Tetrapeptide-3,복합성,NORMAL
Acrylates/?Dimethicone Copolymer,건성,NORMAL
Acrylates/?Dimethicone Copolymer,지성,NORMAL
Acrylates/?Dimethicone Copolymer,복합성,NORMAL
Mannose,건성,GOOD
Mannose,지성,NORMAL
Mannose,복합성,NORMAL
Sodium Lauryl Sulfate,건성,CAUTION
Sodium Lauryl Sulfate,지성,NORMAL
Sodium Lauryl Sulfate,복합성,NORMAL
C30-45 Alkyl Dimethicone,건성,NORMAL
C30-45 Alkyl Dimethicone,지성,CAUTION
C30-45 Alkyl Dimethicone,복합성,NORMAL
Retinyl Propionate,건성,CAUTION
Retinyl Propionate,지성,GOOD
Retinyl Propionate,복합성,NORMAL
Benzophenone-5,건성,NORMAL
Benzophenone-5,지성,NORMAL
Benzophenone-5,복합성,NORMAL
Sodium Phenylbenzimidazole Sulfonate,건성,NORMAL
Sodium Phenylbenzimidazole Sulfonate,지성,NORMAL
Sodium Phenylbenzimidazole Sulfonate,복합성,NORMAL
Coptis Japonica Root Extract,건성,NORMAL
Coptis Japonica Root Extract,지성,NORMAL
Coptis Japonica Root Extract,복합성,NORMAL
Caffeyl Glucoside,건성,GOOD
Caffeyl Glucoside,지성,NORMAL
Caffeyl Glucoside,복합성,NORMAL
Copper Palmitoyl Heptapeptide-14,건성,NORMAL
Copper Palmitoyl Heptapeptide-14,지성,NORMAL
Copper Palmitoyl Heptapeptide-14,복합성,NORMAL
Rosmarinyl Glucoside,건성,GOOD
Rosmarinyl Glucoside,지성,NORMAL
Rosmarinyl Glucoside,복합성,NORMAL
Polysilicone-15,건성,NORMAL
Polysilicone-15,지성,NORMAL
Polysilicone-15,복합성,NORMAL
Tremella Fuciformis Polysaccharide,건성,GOOD
Tremella Fuciformis Polysaccharide,지성,NORMAL
Tremella Fuciformis Polysaccharide,복합성,NORMAL
Asiatic Acid,건성,NORMAL
Asiatic Acid,지성,NORMAL
Asiatic Acid,복합성,NORMAL
Glycereth-7 Trimethyl Ether,건성,NORMAL
Glycereth-7 Trimethyl Ether,지성,GOOD
Glycereth-7 Trimethyl Ether,복합성,NORMAL
Sodium Methyl Stearoyl Taurate,건성,NORMAL
Sodium Methyl Stearoyl Taurate,지성,NORMAL
Sodium Methyl Stearoyl Taurate,복합성,NORMAL
Poloxamer 188,건성,NORMAL
Poloxamer 188,지성,NORMAL
Poloxamer 188,복합성,NORMAL
Secale Cereale Seed Extract,건성,NORMAL
Secale Cereale Seed Extract,지성,NORMAL
Secale Cereale Seed Extract,복합성,NORMAL
Bakuchiol,건성,GOOD
Bakuchiol,지성,GOOD
Bakuchiol,복합성,GOOD
Polyquaternium-37,건성,NORMAL
Polyquaternium-37,지성,NORMAL
Polyquaternium-37,복합성,NORMAL
Myristyl Nicotinate,건성,GOOD
Myristyl Nicotinate,지성,GOOD
Myristyl Nicotinate,복합성,GOOD
"Diethylhexyl 2,6-Naphthalate",건성,NORMAL
"Diethylhexyl 2,6-Naphthalate",지성,NORMAL
"Diethylhexyl 2,6-Naphthalate",복합성,NORMAL
Methyl Diisopropyl Propionamide,건성,NORMAL
Methyl Diisopropyl Propionamide,지성,NORMAL
Methyl Diisopropyl Propionamide,복합성,NORMAL
Gelatin,건성,NORMAL
Gelatin,지성,NORMAL
Gelatin,복합성,NORMAL
Myristyl Malate Phosphonic Acid,건성,GOOD
Myristyl Malate Phosphonic Acid,지성,NORMAL
Myristyl Malate Phosphonic Acid,복합성,NORMAL
Benzotriazolyl Dodecyl P-Cresol,건성,CAUTION
Benzotriazolyl Dodecyl P-Cresol,지성,CAUTION
Benzotriazolyl Dodecyl P-Cresol,복합성,CAUTION
PPG-10 Methyl Glucose Ether,건성,GOOD
PPG-10 Methyl Glucose Ether,지성,CAUTION
PPG-10 Methyl Glucose Ether,복합성,CAUTION
Disodium Phenyl Dibenzimidazole Tetrasulfonate,건성,NORMAL
Disodium Phenyl Dibenzimidazole Tetrasulfonate,지성,CAUTION
Disodium Phenyl Dibenzimidazole Tetrasulfonate,복합성,NORMAL
Mentha Piperita Leaf Oil,건성,CAUTION
Mentha Piperita Leaf Oil,지성,CAUTION
Mentha Piperita Leaf Oil,복합성,CAUTION
Myristoyl Hexapeptide-16,건성,NORMAL
Myristoyl Hexapeptide-16,지성,NORMAL
Myristoyl Hexapeptide-16,복합성,NORMAL
Myristoyl Pentapeptide-17,건성,NORMAL
Myristoyl Pentapeptide-17,지성,NORMAL
Myristoyl Pentapeptide-17,복합성,NORMAL
Diisostearoyl Polyglyceryl-3 Dimer Dilinoleate,건성,NORMAL
Diisostearoyl Polyglyceryl-3 Dimer Dilinoleate,지성,NORMAL
Diisostearoyl Polyglyceryl-3 Dimer Dilinoleate,복합성,NORMAL
Sodium Acrylates/?C10-30 Alkyl Acrylate Crosspolymer,건성,NORMAL
Sodium Acrylates/?C10-30 Alkyl Acrylate Crosspolymer,지성,NORMAL
Sodium Acrylates/?C10-30 Alkyl Acrylate Crosspolymer,복합성,NORMAL
Human Adipose Derived Stem Cell Conditioned Media,건성,NORMAL
Human Adipose Derived Stem Cell Conditioned Media,지성,NORMAL
Human Adipose Derived Stem Cell Conditioned Media,복합성,NORMAL
Propane,건성,NORMAL
Propane,지성,NORMAL
Propane,복합성,NORMAL
Rutin,건성,NORMAL
Rutin,지성,NORMAL
Rutin,복합성,NORMAL
Opuntia Ficus-Indica Fruit Extract,건성,NORMAL
Opuntia Ficus-Indica Fruit Extract,지성,NORMAL
Opuntia Ficus-Indica Fruit Extract,복합성,NORMAL
Hydrolyzed Placental Protein,건성,GOOD
Hydrolyzed Placental Protein,지성,NORMAL
Hydrolyzed Placental Protein,복합성,NORMAL
C15-19 Alkane,건성,GOOD
C15-19 Alkane,지성,GOOD
C15-19 Alkane,복합성,GOOD
Dilinoleic Acid/?Propanediol Copolymer,건성,GOOD
Dilinoleic Acid/?Propanediol Copolymer,지성,CAUTION
Dilinoleic Acid/?Propanediol Copolymer,복합성,NORMAL
Cetylhydroxyproline Palmitamide,건성,GOOD
Cetylhydroxyproline Palmitamide,지성,NORMAL
Cetylhydroxyproline Palmitamide,복합성,GOOD
Ci 77510,건성,NORMAL
Ci 77510,지성,NORMAL
Ci 77510,복합성,NORMAL
Eucalyptus Citriodora Oil,건성,CAUTION
Eucalyptus Citriodora Oil,지성,CAUTION
Eucalyptus Citriodora Oil,복합성,CAUTION
Biotinoyl Tripeptide-1,건성,NORMAL
Biotinoyl Tripeptide-1,지성,NORMAL
Biotinoyl Tripeptide-1,복합성,NORMAL
Ethyl Menthane Carboxamide,건성,NORMAL
Ethyl Menthane Carboxamide,지성,NORMAL
Ethyl Menthane Carboxamide,복합성,NORMAL
Potassium Acrylates/?C10-30 Alkyl Acrylate Crosspolymer,건성,NORMAL
Potassium Acrylates/?C10-30 Alkyl Acrylate Crosspolymer,지성,NORMAL
Potassium Acrylates/?C10-30 Alkyl Acrylate Crosspolymer,복합성,NORMAL
Jojoba Oil/?Macadamia Seed Oil Esters,건성,GOOD
